Original Review,Summarized Review
this particular location needs to work on customer service,this particular location needs to work on customer service
i have been to this location numerous times and only a handful of times has the service been good workers are ghetto do not have as much customer service than you can get elsewhere healthy i have stopped going here for more than six months now,i have been to this location numerous times and only a handful of times has the service been good workers are ghetto do not have as much customer service than you can get elsewhere healthy i have stopped going here for more than six months now
this is officially the slowest mcdonalds franchise i have been to globally and i have been to quite a fewthis is the third visit to this franchise and lastit really is like ordering food in the third world every stage is just done one at a time with a break between eachi waited 9 minutes i started a podcast and i just finished as they handed over my burger for a mcdouble from where i was standing i could see the bottom burger siting out on the bin for a good while while the other burger was being cookedi was so hungry i did not bother saying anything i did not have timelets face it if your dumb enough to eat at mcdonalds you deserve bad servicemaybe not the food poisoning this franchise gave me thoughps see if you can spot the guy sitting on the prep tables in the back watching tv he has been there the last two time i have i hope he is not the manageraddional tips  it asks if it has tv i said yes but it is only for the kitchen staff, This is officially the slowest mcdonalds franchise i have been to globally . This is the third visit to this franchise and lastit really is like ordering food in the third world .
worst mcdonalds in the world customer service is awful they get orders wrong most of the time the staff treat you like they are doing you a favor dirty too and they mop floors during rush hourawful awful awful_,worst mcdonalds in the world customer service is awful they get orders wrong most of the time the staff treat you like they are doing you a favor dirty too and they mop floors during rush hourawful awful awful_
i used to come here for lunch a lot when i worked in the area last year now it is just a random pitstop when i am running by home depot or bloomies their cash register system is a hot mess they have 6ish registers all in a row and because of the busy location they almost always have all of them active but here are the problems1 no one knows whether to stand in 1 big line or 6 smaller lines it ends up just being a big blob of people2 there is nowhere for people to easily pick up their food once it is been ordered and paid for there is no pick up here counter they just bellow out order numbers and it is up to you to fight your way back through the line to claim your order god help anyone who finds their order wrongotherwise it is just another mcdonalds they finally ditched their longbroken escalator in favor of a traditional staircase so that is a plus as with every mcdonalds location enter with low expectations and youll be fine, i used to come here for lunch a lot when i worked in the area last year now it is just a random pitstop when i am running by home depot or bloomies . There is nowhere for people to easily pick up their food
i am almost never in mickey ds no offense to anyone whos a fan but i am on a health kick and the only times i go there are with a coworker who has a coupon or for the fish o filets which i do admit i like the two times i have been to this particular mcds are on a weekday at 3pm and a weekend morning at 1030am  both not busy times they honored our coupon for two for one fish o filets even though the coupon was half ripped so i have no complaints both times i got my food quick and the service was polite  i cannot say how this place is during rush hour but with 6 cash registers open and the space being small i can only imagine it can get ugly in a hurry however the times i was there was aok, i am almost never in mickey ds no offense to anyone whos a fan but i am on a health kick and the only times i go there are with a coworker who has a coupon or for fish o filets .
allow me to preface this review by saying that i have never actually purchased anything from this mcdonalds maybe someday i will because i work nearby in the lipstick building but not yetto tell the truth there really is not any reason to buy food from this mcdonalds east midtown is like ground zero for bombass gyro guys including the excellent one on the southeast corner of 54th and 3rd and the inimitable rafiqi on 50th or so and 3rd any of these carts will be cheaper than mcdonalds since youre definitely going to pay manhattan prices at this location the dollar menu is certainly anemic there is also an assortment of good sandwich and pizza places around hereso why am i reviewing this mcdonalds you might ask it is simple 3rd avenue faces a lack of good places to sit and eat especially on a hot day and if you are wearing clothes that you do not want to risk getting gyro sauce on if you need somewhere to sit and eat regardless of where you purchased your food this mcdonalds is the place to go they have excellent air conditioning a supply of good napkins clean tables and a nice view of the street i can attest to the fact that the staff will not roust you from your seat even if you are blatantly not eating mcdonalds i have eaten gyrossandwichespizza in this location several times and it has been an excellent place to eat on each occasion, east midtown is like ground zero for bombass gyro guys including the excellent one on the southeast corner of 54th and 3rd and the inimitable rafiqi on 50th or so and 3th . The dollar menu
i would say this is the worst mcdonalds i have ever been to why because on the few times that i actually eat mcdonalds i choose fastfood due to being in a rush therefore it should not take close to 20 minutes to get a simple burger and fries they always hand back everyones food before mine i dont know maybe they do this to pretty girls because it always happens to me here the staff here are rude and talk way to much stop chatting and make my food that is all, i would say this is the worst mcdonalds i have ever been to why because on the few times that i actually eat fastfood i choose fastfood due to being in a rush therefore it should not take close to 20 minutes to
open 24 hours right around the corner from my hotel let me just say the dude working the graveyard shift is not very friendly i do not remember his full name but it started with a c you can just tell he was about one more would you like it super sized away from completely going postal i had the pleasure of running into him twice during my entire stay what can i say i like mcdonalds our second encounter was the weirdest he started like mouthing something weird to me i was too drunk to make it out but i am sure it was something along the lines as i am going to shove these chicken nuggets up your ass, McDonald's is open 24 hours right around the corner from my hotel . I had the pleasure of running into him twice during my entire stay . He started like mouthing something weird to me i was too drunk to make it out but
this mcdonalds has the worst customer service ever only good thing is that it is open 24 hours and my wife likes the hot fudge ice cream sundae customer service gets worse past midnight,this mcdonalds has the worst customer service ever only good thing is that it is open 24 hours and my wife likes the hot fudge ice cream sundae customer service gets worse past midnight
impolite unfriendly staff on morning shift bad experience,impolite unfriendly staff on morning shift bad experience
this is a brand new location with much cleaner nicer and more modern furniture than most mcds in the city there are always several open lines  you will be served quickly even during the lunch rush hour you have the option of sitting on 2 different levels and it does not feel crowded there is also a 99 cent atm for those looking for one , This is a brand new location with much cleaner nicer and more modern furniture than most mcds in the city . There are always several open lines  you will be served quickly even during the lunch rush hour .
i do not normally need to review a mcdonalds but this one takes the fucking cake for most unprofessional place i have ever been to let me be clear  i am not a wild animal or even a chola in the bronx and i do not deserve to be called at like i am one of those two mammals i would rather stick a gun in my mouth before eating at this location again, i do not normally need to review a mcdonalds but this one takes the fucking cake for most unprofessional place i have ever been to let me be clear . i am not a wild animal or even a chola in the bron
i had lunch here with a friend for a few weeks they seem to be ok but they have a problem with noncostumers spending a lot of time there i have seen a man taking peoples trash and eating it and i am pretty sure i have seen people dealing drugs my friend and i have decided not to meet here any more, i had lunch here with a friend for a few weeks they seem to be ok but they have a problem with noncostumers spending a lot of time there . i have seen a man taking peoples trash and eating it and i am pretty
this mcds is certainly one of the better locations in nyc but is still horrible the line always seem so long and things occasionally go missing or are wrong with my order other than that the menu and taste is the same shortest yelp review ever,this mcds is certainly one of the better locations in nyc but is still horrible the line always seem so long and things occasionally go missing or are wrong with my order other than that the menu and taste is the same shortest yelp review ever
they take coupons the food came quickly after placing order on a lunch timethe tables need to be a bit more clean the outside they should really get someone to get those panhandlers away it is annoying that you go in or out and they are asking for change sometimes they smellback to the food there food might come out quick but it is not exactly at the best temperature i go here because it is on the way, The food came quickly after placing order on a lunch timethe tables need to be a bit more clean the outside they should really get someone to get those panhandlers away . The food might come out quick but it is not exactly at
this review is about 2 thingsfirst my local mcdonalds and the diligent and familiar employees there and second the return of the mcrib sandwichi never tasted a mcrib previously but ever since i had seen that king of queens episode that alluded that kevin james drove all the way to canada because he heard they still had the mcrib sandwich therei have been waiting for my opportunitytoday that need was satisfiedit is worth a shot no surprises no real fat i am sure they pulverize that a million times over and blend it in no bones  seriously it was decent the bbq sauce is a little better than mass heinz 57 style and not bad with a mixture of onions smattered on there at 325 including tax this was a much better deal than my breakfast today at quadruple the price now onto the staff i have grown to understand the flow of this placesometimes they get their signals crossed but in general if watch the counter it does not matter where you stand just zoom up into that line where the person is waving drop your order and step to the side there is nothing else you can do to speed things up this mostly female staff from probably the same country of origin and maybe same neighborhood work well together in their own way 8 times out of 10 you will be out of there in under 5 mins 10 mins topssignedribby mcribberson, The mcrib sandwich was a much better deal than my breakfast today at quadruple the price . The bbq sauce is a little better than mass heinz 57 style and not bad with a mixture of onions smattered on there
really really bad customer servicei have very very very low expectations from customer service but the thing with their employees at this location seriously there was this girl who asked for my order by nodding her headwhile resting her chin on the register we took 2 seconds to decide and she growl at us saying what do you want in a very thugish tone not cool," really really bad customer service, i. have very very very low expectations from customer service . The girl who asked for my order by nodding her head while resting her chin on the register growl at us saying what do you want in a"
mcdonalds is mcdonalds what can i say i almost feel weird reviewing a fast food chain since they are all consistently the samei visit this particular mcdonalds branch often not for their food but for their 99 cent fee atm and sometime to use their restroom which is very convenient if you are in the area i rarely eat mcdonalds but recommend this branch if you are in the area and in need of restroom and 99 cent fee atm which both are also available in all other mcdonald branches as well lol, The 99 cent fee atm atm is available in all other mcdonalds branches . The restroom and 99 cent fees are also available in other branches .
thanks yelp for reminding me that i had to satisfy a craving for fries and melty greasy cheese between bread and meatof course this mcd location made me jump through hoops to get that fat long lines rude staff long wait for the meal after i ordered and paidavoid the thisorganization, Yelp reminds me that i had to satisfy a craving for fries and melty greasy greasy cheese between bread and meat .
this mcdonalds blows and that is relative to my already low initial expectations if i order something pay for it you do not have it and i get something cheaper instead  then you owe me some money back instead i got a whole bunch of attitude like i was really interrupting something much more important the cashier had to do and then had to debate whether i was owed any money back at all it sure makes it hard to believe that 15 per hour is justified, this mcdonalds blows and that is relative to my already low initial expectations . If i order something pay for it you do not have it and i get something cheaper instead  then you owe me some money back . Instead i got a
1 dollar atm is always convenient other then that this mcdonalds is always crowded and has about 23 bums drifting away inside not really anything good to say besides that,1 dollar atm is always convenient other then that this mcdonalds is always crowded and has about 23 bums drifting away inside not really anything good to say besides that
i am not sure how else to put this there are a few homeless people who ask for money at the entrance and inside the seating area that is reason enough to avoid this placeit can be pretty thisorganized but chances are if youre here youre fully aware of what youre getting yourself intoweird bit they do not have ketchup thispensers in the seating areabut would not give you any ketchup packets without being asked that is kind of like giving me a burger and fries to go but without a bag, There are a few homeless people who ask for money at the entrance and inside the seating area that is reason enough to avoid this place . They do not have ketchup thispensers in the seating areabut would not give you
it is almost a year since the first reviewer wrote how rude the staff at this mcdonalds is i regret to say that nothing has changed in fact it is gotten worse as someone on foursquare commented be prepared to wait on line for a long time i waited for 10 minutes and the line never moved i have never had such slow service at any mcdonalds and i have never had such slow service in manhattan i never thought i would face this at a mcdonalds in manhattan when a new line opened up the server deliberately ignored me and called out in spanish to a man who had been waiting in another line less than one minute avoiding eye contact with me the whole time i got on line behind him she chitchatted with him and then went and got his food herself instead of letting the staff in the back do it another 5 minutes by the time i got to the front of the line no welcome not even a smile for me i ordered my breakfast she took my money and then proceeded to take the next two ordersthis time of course having the staff which themselves were working at a snails pace get my food she handed me the bag with no receipt and no thank you i thought to complain to the manager and then i looked at the nameplate of the person serving me she was the manager i hardly ever have had a bad experience at mcdonalds but i guess there is a first for everything from now on i am getting my big mac fix at penn station or any of the other locations other than this thisaster at 28th and 6th just not this one at least until i take some spanish lessons which seems to be the prerequisite to be treated like a human being, It is almost a year since the first reviewer wrote how rude the staff at this mcdonalds is . i regret to say that nothing has changed in fact it is gotten worse as someone on foursquare commented .
welcome it became patently obvious within one minute of entering this particular mcdonalds that they have a different way of approaching the customer maybe it comes from the owner but welcome not may i take your order or hello or go ahead with your order when you are ready just welcome then nothing elseso after being welcomed aloud many times before actually getting my turn to indulge in a childhood treat i finally made it to the front of the line really it was raining out i did not have an umbrella and this was the closest place to where i was working today socashier welcomeme  silencecashier welcomeme  places ordercashier  no movement whatsoeverme  silencefinally she slaps a key and it is in she was actually friendly but this dynamic was so awkward that i felt like i had been away from mcdonalds too long and somehow lost a part of the lingo between fast food cashier and customerservice was fast there are good mcdonalds and bad mcdonalds and this one was just in the middle the burger was warm not hot but tasted fine the coke was not sharp and bubbly and the fries were a little overdone it is mcdonalds so there are no expectations but this one just hit the middle, Burger was warm not hot but tasted fine and tasted fine . The coke was not sharp and bubbly and the fries were a little overdone . The burger was just in the middle .
filet o f fish omgi am not typically an advocate of going to mcdonalds but i just had a fillet o fish today and i thought i fell in lovewhile walking back to work i thought of all the ways to justify eating this thing380 calories probably 360 wo cheeselight and delicious no itis after this sandwich folkstartar sauce one of the most delicious sauces small enough to scarf it down and hide the evidencei feel like i may become obsessed with this so please if you see me running down 6th avenue to mcdonalds please whack the hell out of me, 380 calories probably 360 cheeselight and delicious no itis after this sandwich . Folkstartar sauce one of the most delicious sauces small enough to scarf it down and hide the evidence .
i think ronald pooped in my happy meal it smelled like dookie and then the hamburglar stole my shawty wtf,i think ronald pooped in my happy meal it smelled like dookie and then the hamburglar stole my shawty wtf
there is two lines why do not the other customers see it there is two lines whats the matter with them they do not listen there is two linessays the woman grinning and chatting and slowly settling in to hang out with the guy working the cash register he is grinning back clearly in agreement with heras they grin and chat to each other the other register is taking customers orders at a steady pace customer after customer places their ordersthere is two lines she crows still grinning and gesturing at the empty space behind her where zero customers are waiting i do not get these peopleshe continues talking while the other register continues taking orders a single line continues to form and move while she hangs out at the other registerlet us get something straight lady when youre busy talking and taking up the register guys time and crowing about the single line there is a reason for that it is because your line is not freakin movingwere not the problem you are other than that not much else to say about this place mcdonalds you guys need to work your line better do not tell us to form separate lines when only one of them is moving were not stupid they are convenient they sell fast food that is it, A single line continues to form and move while a woman hangs out at the other register . The other register is taking customers orders at a steady pace . There is two lines why do not the other customers see it there is two .
first of allthis location takes forever i came in for a simple iced coffee asked for a splash of cream and no sugarcashier looked at me like i had 3 heads did not realize that was such a diva request then the girl making the coffee had to double check what i was asking forseriously and these workers think they deserve more  sadly i like mcdonalds coffee way better than starbucksbut a simple request is asking them for too much good coffee horrible service a plain iced coffee should not take 20 minutes especially when there are only 2 people ahead of you oh and i forgot to mention my splash of cream looks like they dumped the whole damn bottle in therelooks more like a splash of coffee see pic, A simple request is asking them for too much good coffee and horrible service . A plain iced coffee should not take 20 minutes especially when there are only 2 people ahead of you . Sadly i like mcdonalds coffee way better than star
come here if youre looking for an uncomfortable experience the cashiers as well as the customers make this an unpleasant experience initially i intended on staying here to eat however within 5 minutes of stepping in this mcdonalds i did not wish to stay at this establishment any longer the cashier seemed extremely thisinterested in his job and mumbled the whole time while waiting for my order a man approached me and attempted to talk to me i made it blatantly obvious that i did not wish to converse with him however he continuously tried talking to me there was also another customer who told the cashier to call his friend because he needed some xanax, The cashiers as well as the customers make this an unpleasant experience initially i intended on staying here to eat however within 5 minutes of stepping in this mcdonalds i did not wish to stay at this establishment any longer . come here if
i am surprised by the amount of negative reviews for this location i actually think that it is conveniently located and is also one of the newer cleaner and more modern mcdonalds in the city i never wait long on line but it does take a bit longer than usual to get my frappuccino but i always attribute it to morning rush hour i have never had a bad experience here, i am surprised by the amount of negative reviews for this location i actually think that it is conveniently located and is also one of the newer cleaner and more modern mcdonalds in the city . i never wait long on line but it does
omg yelp is really for amateurs and complainerswho in the hell reviews mcdonaldsits mcdonalds they sell burgers and chicken for a dollarthis goes beyond stupidity,omg yelp is really for amateurs and complainerswho in the hell reviews mcdonaldsits mcdonalds they sell burgers and chicken for a dollarthis goes beyond stupidity
it is mcdonalds same tasty menu and options the location is convenient as it is located right by the train in case you emerge from the space below with cheeseburgers on your mind i do like the computer thisplay system that allows you to see when your order is ready and something about the layout seemed newer than other mcdonalds but maybe i was just excited because i was having a killer craving, The location is convenient as it is located right by the train in case you emerge from the space below with cheeseburgers on your mind .
other than the fact that its super conveniently located right outside of 28th street station 6 on park avenue and that it has more electric outlets than your average coffeeshop offerings are the same crappy low class food youll find at any mcdonalds across the nation i like their 1 coffee and sweet teas thoughone thing that is annoying is the latino looking manager hunting people down for chilling or loitering around the tables but for those of us who bought something leave us the fuck alone and chill out and stop giving that certain look like were some jobless thugs or something some of us want to unwind after a 15 hour work shift with some coffee while charging our phones for gods sakei saw a shady black yes i emphasize race because that is keeping it mad fucking real just like you want it homies drinking beer out of a brown bag and loitering around and the manager did not do anything que idiota cabron que sos ni verga te pareces manager jodido lol, The latino looking manager hunting people down for chilling or loitering around the tables but for those of us who bought something leave us the fuck alone and chill out .
with the amount of time it takes to get your order here it is hard to call this fast food definitely one of the worst run mcdonalds i have ever seen no one wants to work between the lackadaisical cashiers to the employees just standing around instead of preparing food and filling drink orders this place is a mess then add the dozens of homeless people in here and you really just want a shower when you get out i say this yet still go back at least twice a month it is downstairs from my office and right off the 6 train ok another redeeming quality is the hash brown which is perfectly cooked  crispy on the outside and soft on the inside word of advice listen very closely to the numbers when they call them out and steer clear of the bathrooms do not even stand near them, It is one of the worst run mcdonalds i have ever seen no one wants to work between the lackadaisical cashiers to the employees just standing around instead of preparing food and filling drink orders this place is a mess .
they seem to be pretty quick most of the time but their fries are always overcooked,they seem to be pretty quick most of the time but their fries are always overcooked
coffee one of the things i just can not live without it is also one of those things that mcdonalds does pretty goodas it is gonna be a long day at work today and this outpost is right across the street from my office and i had a craving for their coffee i jumped in after getting off the subway tasty hot cup of coffee mmmmmmcan i just stick an iv into my arm and pump it right into my bloodstreamstill this location always seems to have sketchy characters around it begging for change and hanging out at the tables even though the place went through a massive renovation last year and looks nice it is still basically the same, Coffee is one of the things i just can not live without it is also one of those things that mcdonalds does pretty good .
i do not know why so much hate for a mcdonalds i stopped here for a mcchicken since i was ridiculously starving it happens to everyone rightwalked in and in awe of how nice this pace was large tv sets glass walls leather seating that was rather modern and artsyarchitectural went to the cash register and wanted to buy something but it was cash only like who does that thank gawd i was with a friend otherwise i might have ragequit on them you do not tell starving people that you are cash onlyis a good place to chill and literally a block from my office so i anticipate coming back  maybe if i have cash seriously though what the frack, i do not know why so much hate for a mcdonalds i stopped here for a . mcchicken since i was ridiculously starving it happens to everyone right . Walked in and in awe of how nice this pace was large tv
it takes them 10 minutes to get you fries cause they are too busy doing everything but working and joking with each other this place sucks,it takes them 10 minutes to get you fries cause they are too busy doing everything but working and joking with each other this place sucks
it feels silly to write a review for a fast food establishment but i am writing this only to jog my memory of what happened earlier this week i walked in with the intention of grabbing a quick postbeer snack with a buddy we sat down with something like 20 chicken nuggets gross i know and started eating away some few minutes later we hear a commotion towards the entrance i turn around and see what appears to be the dirtiest looking homeless man with long grey hair and beard and dirt stained jacket with holes in his shoes the manager happened to notice him immediately and tried to escort him out one thing led to another and this guy started going off on one of the most hatefueled rants i have ever heard surprisingly he was quite eloquent and made references to movies pop culture and some literary classics objectively speaking i imagined this 64ish looking man was at one point quite educated and maybe even handsome i was too busy observing the scene to actually record anything for youtube at first he directed his hatred towards the manager and then went into a long address to everyone in the store long story short there is a revolution coming and we are illprepared we are leading our lives in ignorance and before we know it the tides will shift men like him are congregating and amassing technology and weapons beyond our knowledge lol ok at this point he gestured pulling out a weapon and shooting everyone at this point the manager forcibly escorted him out against his restraint a few moments later he ran back in and pulled out an imaginary grenade tossed it in the store and ran back outside i was just trying to enjoy my chicken nuggets what the hellother than that this location is actually quite nice compare to most of the others, A homeless man started going off on one of the most hatefueled rants i have ever heard . He was quite eloquent and made references to movies pop culture and some literary classics . The manager forcibly escorted him out against his restraint
i admit i am guilty and came here a few times when i had a fix for a mcrib sandwich or a 6 piece chicken mc nuggets service is just ok depends on what time of day and how crowded the place is  it is not as efficient as other mcdonalds in midtown but its not the worst either  it is almost impossible to find seating during lunch time though  always packed so better to take your food to go, Service is just ok depends on what time of day and how crowded the place is . Almost impossible to find seating during lunch time though  always packed so better to take your food to go .
this mcdonalds went through a massive renovation and is quite outstanding now i go about twice a week guilty pleasuremaking me according to super size me a heavy user,this mcdonalds went through a massive renovation and is quite outstanding now i go about twice a week guilty pleasuremaking me according to super size me a heavy user
one of the worse mcdonaldsonly reason i go is cause its a block away from workmajority of the workers have bad attitudes and take their time like they are going for a walk in the park,one of the worse mcdonaldsonly reason i go is cause its a block away from workmajority of the workers have bad attitudes and take their time like they are going for a walk in the park
nothing special just another mcdonalds in the city the food is consistent but the service may vary depending on when you go i experienced a strung out cashier during one lunch shift might have been the poor girls first day on the job but she completely messed up my order i think she gave me everything on the menu except for the food that i did order lol, The food is consistent but the service may vary depending on when you go . A strung out cashier during one lunch shift might have been the poor girls first day on the job but she messed up my order .
do not be confused i am rating this a four out of five stars because compared to other mcdonalds i have been in this place is really quite nicethey recently remodeled the whole restaurant before it was a pretty terrible place but since the remodel it feels cleaner and strangely enough more trendyit is a mcdonalds i have been once at around 2am but usually i go during the work day hourssometimes you get some shady characters there but most of the time it is just a bunch of hard working people taking a break from their day to get some of those fries or big macs, The restaurant recently remodeled the whole restaurant before it was a pretty terrible place but since the remodel it feels cleaner and strangely enough more trendy . Sometimes you get some shady characters there but most of the time it is just a bunch of
there is really no reason for the employees to be so rude,there is really no reason for the employees to be so rude
swift but not really exciting 57 average seconds to fill an order overfilled my drink sticky all over the place and the pickles on the cheeseburger here were really small,swift but not really exciting 57 average seconds to fill an order overfilled my drink sticky all over the place and the pickles on the cheeseburger here were really small
i do not know what it is about this particular corner and this particular mcdonalds but both are run amok with seedy charactersi have seen prostitutes in there eating with their pimp across from them by the window is this guy who is always there on his laptop free wifi maybe he looks like he has not showered in a good decade one crackhead did the harlem shake in front of me onceit is just a ghetto mcdonalds it makes the one down by west 4 st seem really nice, i do not know what it is about this particular corner and this particular mcdonalds but both are run amok with seedy characters . i have seen prostitutes in there eating with their pimp across from them by the window is this
sometimes a girl just really wants a mcflurry in the middle of a hot summer dull work day what to do head over to mickeyds of course it was the postlunch lull so no line cool cool got my mcflurry with oreo bits and i take a seat at one of the small booths got my latest issue of tony to read and i am good to goand then unexpected company shows up in the form of a 10 year old boy he just plops down across from me and starts making conversation okay so i am a sucker for little kids my moms a pediatrician and i babysat for the greater part of my teen years i figure he is just one of those curious gregarious kids so i humor him he asks me what i ate my mcflurry was gone in a matter of minutes what can i say and i tell him he asks me the ageold kid question why i tell him do you even really need a reason to want ice cream at this point i am kinda looking around to see if there are any adults frantically searching for their kid nope the guy at the table behind the kid overhears our conversation and we make eyecontact  he kinda smiles at me and chucklesnext the kid asks me what i am reading i tell him again why i tell him then he grabs the magazine and starts flipping through it okaaaynow i am kinda getting antsy next he starts to eat the mailer insert from the magazine whats with this kid i tell him as genially as possible hey do not do that it is not good for you to eat paper again i make eye contact with the guy at the next table he chuckles i look around the place again hoping to find anyone who looks like this kids mom no such lucknow the kid starts ripping the pages out of my magazine okay not cool i take the magazine back pack it away and stand up to throw out my mcflurry cup but before i can grab it the kid takes it and throws it away for me maybe he is trying to make amends maybe he is just a neat freak at this point though i really do not care i take one last glance around the place to see if there is a mom filing a missing child report and see none ya know what it is not my problem if parents cannot keep track of their kids it is not my fault i am not the worlds designated babysitter i am done i am gonecould i have gone up to the mcdonalds folks and told them about the kid yeah was i a jerk for not doing it maybe did i care not really you know why because you do not mess with a girl and her work break moral of the lesson listen to your mama and do not talk to strangers oh and do not eat at mcdonalds, Sometimes a girl just really wants a mcflurry in the middle of a hot summer dull work day what to do head over to mickeyds of course it was the postlunch lull so no line cool cool got my mcfl
i have eaten at nougatine and abc kitchen numerous times but i have to admit that i keep coming back to this fine institution for a great meal that puts jgvs work to shame the french fries are an example of potatoes that have been prepared in a form that may be legitimately considered a work of art the gentle texture and crisp of the fries are testament to the corporations impeccable execution of deep frying and the training that the personnel have undergone to achieve this perfection across the franchise is very much laudable my experience with the beef has been nothing short of flawless as i had requested the patty in my burger was prepared to a mediumrare and the subtle cheese and softlygrated onions danced with the rich ketchup and mustard on my tongue as i tasted thick and quality processed meat between two pieces of toasted and warm buns the acidity of the salted fries and that of the burger did not balance quite as i liked it though i was very much satisfied anyway i have to say that short of makeup sex i have had no better experience in my 20s to finish my threecourse the apple pies were magnificent the texture of the apples led me to believe that they were in fact potatoes but i must commend mcdonalds for aptly managing their resources and overhead by taking advantage of economies of scale in purchasing only mass quantities of one ingredient as opposed to diversifying their portfolio this may lead to higher margins in that the franchises would be able to provide more products in their menu eg genuine apple smoothies or appleinfused panacotta but would ultimately lead to higher operating costs in any case the dessert was very much satisfyingthough i paid only 600 for this meal i must have gained the delight of a 6000 meal cheers to an amazing institution for providing a meal aptly suited for all social castes, i have eaten at nougatine and abc kitchen numerous times but i have to admit that i keep coming back to this fine institution for a great meal that puts jgvs work to shame . The french fries are an example
food is rarely fresh never got good tasting fries in this mcdonalds what i thought i liked was the delivery option this location carries do not be mistaken comes all smushed cold and steamed and late if you have time walk to the 3rd avenue location,food is rarely fresh never got good tasting fries in this mcdonalds what i thought i liked was the delivery option this location carries do not be mistaken comes all smushed cold and steamed and late if you have time walk to the 3rd avenue location
this is the local neighborhood mcdonalds i have dined here twice neither time sober one of those two times i put down 20 chicken mcnuggets eating 20 mcnuggets may sound extremely satisfying but it is a highly overrated experience i will be back most likely not sober,this is the local neighborhood mcdonalds i have dined here twice neither time sober one of those two times i put down 20 chicken mcnuggets eating 20 mcnuggets may sound extremely satisfying but it is a highly overrated experience i will be back most likely not sober
stopped in here so my bf could use the restroom while we were out julia k explained it best this place houses all of the crazies i refused to use that bathroom just knowing what i know about mcds and seeing the people there no way2 stars for the apple slices, i refused to use that bathroom just knowing what i know about mcds and seeing the people there no way . stopped in here so my bf could use the restroom .
i live around the area and when i am really hungry at a late hour i come here also i can get coffee here for 1 basically the worse customer service in history people working there look so depressed and sleepy or they look angry that life made them work there either way you wait in line for awhile as there are bums in the background asking people for change, People working there look so depressed and sleepy or they look angry that life made them work there either way you wait in line for awhile as there are bums in the background asking people for change . i live around the area and when i
i usually come in to relieve my bladder and oh you have to buy something for that because the bathroom is clearly first class and they use toilet paper made out of gold leaf there is always the crazies in here where else are they going to hang out  all the trendy restaurants around oh wait i guess they could hang out in caravan of dreams since i am a pescetarian and wouldnt touch a fish filet from here with a twenty foot pole i have never had a meal here i am a self respecting adult who consumes better than mcds except the smoothies though i am sure they find a way to smuggle cow intestines in there somewhere, i usually come in to relieve my bladder and oh you have to buy something for that because the bathroom is clearly first class and they use toilet paper made out of gold leaf . There is always the crazies in here where else are they
this mcdonalds does not have the best customer service at all not to mention shortage of staff i usually come here after a long day of work around 7pm to buy myself a strawberrybanana smoothie the person who ordered before me ordered a caramel frappe i guess the employee did not wash the blender because my smoothie had tasted like caramel this mcdonalds is super slow slow customer service and long lines came back 3 days later to order my smoothie and had to leave because there was a super long line very thissapointed, this mcdonalds does not have the best customer service at all not to mention shortage of staff . The person who ordered before me ordered a caramel frappe . The employee did not wash the blender because my smoothie had tasted like caramel
one thing remarkable about this restaurant in contrast with all the other many restaurants in the east village every type of person in the neighborhood eats here old folks kids black white hispanic asian sane crazy homeless homefulcrossing every line there is no other restaurant accomplishes that now whether all those different people should eat at mcdonalds is another matterbe great if they would introduce an east village history theme  pictures of emma goldman yippies ee cummings etc one last thing there are people who like mcdonalds coffeewhy, Every type of person in the neighborhood in the east village eats at this restaurant . No other restaurant accomplishes that now whether all those different people should eat at mcdonalds is another matter .
worst mcdonalds in existence burn the fucker downlast  only time i was here i got in an argument with a bum about whether or not he lost his spot in line when he went to take a shiti hope he washed his hands because i know the employees do not and they are worse off than the derelict patrons that frequent this crap holeis not mickyds known for creating flavors that are consistent from location to location around the globe my burger tasted like lukewarm butt grease  burnt hair, The worst mcdonalds in existence burn the fucker down . The burger tasted like lukewarm butt grease  burnt hair .
