summarized_reviews,sentiments
 The dining room is clean and the food is standard but the staff is incompetent . The cashier crumpled up my recipe and threw it away . Do not come to this mcdonalds until they change their staff .,"{'label': 'NEGATIVE', 'score': 0.9991707801818848}"
 i like this mcdonalds location well not really i just go when i am near the bars along here and just go here with someone . Sometimes they do have deals like one big mac and a medium fries for only 5 it is more,"{'label': 'NEGATIVE', 'score': 0.7534022331237793}"
went for the restroom and was thisappointed by the quality and servicethey charged me for mac sauce on my burger there was no sauce on my burger,"{'label': 'NEGATIVE', 'score': 0.9974209070205688}"
bewarethis mcdonalds is a constant source of trouble there have been several high profile assaults inside and directly in front of this place steer clear especially on weekend nights,"{'label': 'NEGATIVE', 'score': 0.9844756722450256}"
 Located on the border of the west and greenwich village this mcdonalds restaurant is a part of the worlds largest chain of hamburger fast food restaurants . Instead of order from a waiter you order individually through the designated cash registers .,"{'label': 'POSITIVE', 'score': 0.9588496088981628}"
 It took almost 20 minutes for me to get a coffee at mcdonalds at 9am on a weekday if your restaurant and your incompetent staff cannot handle serving coffee then just give up .,"{'label': 'NEGATIVE', 'score': 0.9996005892753601}"
i came here when it was about 95 degrees outside i waited in line for quite a while when i finally got to the register to order ice cream i was told that there was no ice cream waste of time,"{'label': 'POSITIVE', 'score': 0.9837708473205566}"
 Staff look fairly young teenagers and with no manager supervising in the store late night the cashier refuses to speak and just looks at you with the most miserable expression on her face . The manager is to blame for this kind of ridiculousness,"{'label': 'NEGATIVE', 'score': 0.9991353154182434}"
" If its even possible negative five stars, it would be one of the worst five stars . Hard cold old french fries every time and extra pickles does not mean no pickles . Rude female manager and most of the staff are rude","{'label': 'NEGATIVE', 'score': 0.9997592568397522}"
 The restaurant was dirty there were a few moments where i felt a little unsafe as drunk kids fought with their friends in line and to top it off it took like 10 minutes to get our hot chocolates there was an issue with their,"{'label': 'NEGATIVE', 'score': 0.9991845488548279}"
 The food tastes like little nuggets of filet mignon  ambrosia thisguised as french fries but my logical sober mind tells me that it is just another mcdonalds in what may be the most ideal location .,"{'label': 'NEGATIVE', 'score': 0.9469951391220093}"
i mean hey it is a franchise what are you expectingthe extra star this time because the person helping me was extremely sweet and kind,"{'label': 'POSITIVE', 'score': 0.9991100430488586}"
wow i have not seen so many signs in a mcdonalds saying not to do things,"{'label': 'POSITIVE', 'score': 0.984306812286377}"
 i come here every morning to get my coffee occasionally i will order a specialty mccafe drink such as a pumpkin spiced latte only one person that works there in the mornings can seem to get it right . i have asked for,"{'label': 'NEGATIVE', 'score': 0.8943448066711426}"
 Fast food franchises in new york tend to have seedier patrons than the burbs . White Castle is a popular fast food franchise in New York City .,"{'label': 'POSITIVE', 'score': 0.9983919262886047}"
bad service rude employee  i will never go to this mc donald ,"{'label': 'NEGATIVE', 'score': 0.9981799125671387}"
 The most enjoyable thing i have experience here was watching a cockroach and an ant race toward the wood paneling as i waited for a friend to repeat her order for the 40th time .,"{'label': 'POSITIVE', 'score': 0.9996356964111328}"
 Food is ok but great because it is open 24hrs taste is mediocre quite odd flavor but i think the associates need to be more friendly they are so dull notbeing happy to be there .,"{'label': 'NEGATIVE', 'score': 0.9969205856323242}"
guilty as charged man when it is late and i am taking the d train homedo you really need a review of mcdonalds lines are fairly quick and the food is poison but appealing poison right,"{'label': 'POSITIVE', 'score': 0.9868289828300476}"
 The most idiotic staff i have seen yet i had a very simple order one double cheeseburger one fish sandwich one order medium fries one large coke . The staff managed to screw it up four times four times last time was by,"{'label': 'NEGATIVE', 'score': 0.998889148235321}"
excon employee beats customer into coma with lead pipeneed i say more google it oh ok yes it is packed with the lowest forms of life in the gene pool late night,"{'label': 'NEGATIVE', 'score': 0.998358428478241}"
service dumb as they get do not bother asking for refills or extra anythingatmosphere often ghetto and trashy but harmlesscleanliness i have seen worsebig mac slapped together falling apart dinky but always deliciousnotes can someone get this kid a happy meal yes it is that mcds,"{'label': 'POSITIVE', 'score': 0.7471739053726196}"
this branch should be boycotted until it apologizes to its former employee rayon mcintosh for throwing him under the bus after he was assaulted while working and forced to defend himself against two trespassershame on you,"{'label': 'NEGATIVE', 'score': 0.9975468516349792}"
 The bathroom line however looked like it would take forever . They fill your drinks behind the counter which was a little confusing at first .,"{'label': 'NEGATIVE', 'score': 0.9991771578788757}"
 i went in for a frappe today the actual manager waited on me he said that the large frap i wanted had no coffee just ice and presumably the ancillary whipped cream and chocolate syrup . i walked out later i saw on,"{'label': 'NEGATIVE', 'score': 0.999383807182312}"
 i did not eat here or dine here but did not pay any money nor did i stay for very long . i did pee here without making a purchase thus this mcdonalds joins the list of places where someone can pee without making,"{'label': 'NEGATIVE', 'score': 0.9990381002426147}"
simply the worst mcdonalds i have ever been to staff is rude the place gets crowded and the food sucks,"{'label': 'NEGATIVE', 'score': 0.9997805953025818}"
" The most reviled of the reviled, the poster child for all that is bad in the world and yet yet it is possible for years that is possible . is it possible that for years for years the most . reviled the most","{'label': 'NEGATIVE', 'score': 0.9828201532363892}"
their bathroom is right at the front and they serve mcdonalds mayra you are the bomb for buzzing me into the bathroom,"{'label': 'NEGATIVE', 'score': 0.9929215312004089}"
 There is allot of people in this particular mc donalds probably cause it located in the city place opens 24 hours the lines are all over the place . The seating area is upstairs there is a lot of seatings .,"{'label': 'POSITIVE', 'score': 0.9912535548210144}"
this is a pretty standard mcdonalds i can only really vouch for their breakfast food because that is the only time i go there it is basic mcdonalds i have seen cleaner places and more friendly staff but so it goes this is an average mcdonalds near midtown,"{'label': 'NEGATIVE', 'score': 0.9973047971725464}"
 mcdo notdoitwtf no way is corporate paying attention to what is going on at this location . i will never again eat mcds i will starve better for the gray hairs .,"{'label': 'NEGATIVE', 'score': 0.9950546026229858}"
 When my boyfriend ordered a 10piece chicken nugget they gave him every sauce i am talking honey mustard ranch barbeque chipotle chipotle something or other jalapeno stuffand they did not charge extra for a mcdonald,"{'label': 'NEGATIVE', 'score': 0.9986889958381653}"
found a fking bug in my burger,"{'label': 'NEGATIVE', 'score': 0.9994545578956604}"
 i do not normally rush to post on yelp no matter what the experience is but my time at mcdonalds was one for the ages and even for mcdonald's standards .,"{'label': 'POSITIVE', 'score': 0.8244116902351379}"
 Mannnn when i step into mcdonalds obviously healthy eating is not top priority so put more salt onto my fries girl seriously my fries tasted like nothing like it was healthy .,"{'label': 'NEGATIVE', 'score': 0.9861598610877991}"
 A shamrock shake is a seasonal shake milk by mcdonalds with green food coloring thrown in designed to exploit another made up holiday st pattys day . The food coloring they throw in does not blend well .,"{'label': 'NEGATIVE', 'score': 0.9995967745780945}"
 This is the only McDonalds i have ever been to and i have been to many in the us and elsewhere over the years where only one person is ever taking orders . It does not matter what time you come in every single time no,"{'label': 'NEGATIVE', 'score': 0.8189720511436462}"
help is slow place is dirty not one table is clean no way what i ate was a quarter pounder small sandwich from what i am used to bun is stale fries half full all for 850 stay away,"{'label': 'NEGATIVE', 'score': 0.9992660880088806}"
this particular location needs to work on customer service,"{'label': 'NEGATIVE', 'score': 0.9989219903945923}"
i have been to this location numerous times and only a handful of times has the service been good workers are ghetto do not have as much customer service than you can get elsewhere healthy i have stopped going here for more than six months now,"{'label': 'NEGATIVE', 'score': 0.9983717799186707}"
 This is officially the slowest mcdonalds franchise i have been to globally . This is the third visit to this franchise and lastit really is like ordering food in the third world .,"{'label': 'NEGATIVE', 'score': 0.9991405010223389}"
worst mcdonalds in the world customer service is awful they get orders wrong most of the time the staff treat you like they are doing you a favor dirty too and they mop floors during rush hourawful awful awful_,"{'label': 'NEGATIVE', 'score': 0.9996495246887207}"
 i used to come here for lunch a lot when i worked in the area last year now it is just a random pitstop when i am running by home depot or bloomies . There is nowhere for people to easily pick up their food,"{'label': 'NEGATIVE', 'score': 0.9996747970581055}"
 i am almost never in mickey ds no offense to anyone whos a fan but i am on a health kick and the only times i go there are with a coworker who has a coupon or for fish o filets .,"{'label': 'NEGATIVE', 'score': 0.9909569621086121}"
 east midtown is like ground zero for bombass gyro guys including the excellent one on the southeast corner of 54th and 3rd and the inimitable rafiqi on 50th or so and 3th . The dollar menu,"{'label': 'POSITIVE', 'score': 0.9147712588310242}"
 i would say this is the worst mcdonalds i have ever been to why because on the few times that i actually eat fastfood i choose fastfood due to being in a rush therefore it should not take close to 20 minutes to,"{'label': 'NEGATIVE', 'score': 0.9996211528778076}"
 McDonald's is open 24 hours right around the corner from my hotel . I had the pleasure of running into him twice during my entire stay . He started like mouthing something weird to me i was too drunk to make it out but,"{'label': 'NEGATIVE', 'score': 0.9931126236915588}"
this mcdonalds has the worst customer service ever only good thing is that it is open 24 hours and my wife likes the hot fudge ice cream sundae customer service gets worse past midnight,"{'label': 'NEGATIVE', 'score': 0.9997339844703674}"
impolite unfriendly staff on morning shift bad experience,"{'label': 'NEGATIVE', 'score': 0.9992488026618958}"
 This is a brand new location with much cleaner nicer and more modern furniture than most mcds in the city . There are always several open lines  you will be served quickly even during the lunch rush hour .,"{'label': 'POSITIVE', 'score': 0.9994206428527832}"
 i do not normally need to review a mcdonalds but this one takes the fucking cake for most unprofessional place i have ever been to let me be clear . i am not a wild animal or even a chola in the bron,"{'label': 'NEGATIVE', 'score': 0.9922274947166443}"
 i had lunch here with a friend for a few weeks they seem to be ok but they have a problem with noncostumers spending a lot of time there . i have seen a man taking peoples trash and eating it and i am pretty,"{'label': 'POSITIVE', 'score': 0.9871232509613037}"
this mcds is certainly one of the better locations in nyc but is still horrible the line always seem so long and things occasionally go missing or are wrong with my order other than that the menu and taste is the same shortest yelp review ever,"{'label': 'NEGATIVE', 'score': 0.9992806315422058}"
 The food came quickly after placing order on a lunch timethe tables need to be a bit more clean the outside they should really get someone to get those panhandlers away . The food might come out quick but it is not exactly at,"{'label': 'NEGATIVE', 'score': 0.9994432330131531}"
 The mcrib sandwich was a much better deal than my breakfast today at quadruple the price . The bbq sauce is a little better than mass heinz 57 style and not bad with a mixture of onions smattered on there,"{'label': 'POSITIVE', 'score': 0.9933506846427917}"
" really really bad customer service, i. have very very very low expectations from customer service . The girl who asked for my order by nodding her head while resting her chin on the register growl at us saying what do you want in a","{'label': 'NEGATIVE', 'score': 0.9997996687889099}"
 The 99 cent fee atm atm is available in all other mcdonalds branches . The restroom and 99 cent fees are also available in other branches .,"{'label': 'NEGATIVE', 'score': 0.9510890245437622}"
 Yelp reminds me that i had to satisfy a craving for fries and melty greasy greasy cheese between bread and meat .,"{'label': 'NEGATIVE', 'score': 0.9995347261428833}"
 this mcdonalds blows and that is relative to my already low initial expectations . If i order something pay for it you do not have it and i get something cheaper instead  then you owe me some money back . Instead i got a,"{'label': 'NEGATIVE', 'score': 0.9989619255065918}"
1 dollar atm is always convenient other then that this mcdonalds is always crowded and has about 23 bums drifting away inside not really anything good to say besides that,"{'label': 'NEGATIVE', 'score': 0.9986026883125305}"
 There are a few homeless people who ask for money at the entrance and inside the seating area that is reason enough to avoid this place . They do not have ketchup thispensers in the seating areabut would not give you,"{'label': 'NEGATIVE', 'score': 0.9956139326095581}"
 It is almost a year since the first reviewer wrote how rude the staff at this mcdonalds is . i regret to say that nothing has changed in fact it is gotten worse as someone on foursquare commented .,"{'label': 'NEGATIVE', 'score': 0.9994624257087708}"
 Burger was warm not hot but tasted fine and tasted fine . The coke was not sharp and bubbly and the fries were a little overdone . The burger was just in the middle .,"{'label': 'NEGATIVE', 'score': 0.80399090051651}"
 380 calories probably 360 cheeselight and delicious no itis after this sandwich . Folkstartar sauce one of the most delicious sauces small enough to scarf it down and hide the evidence .,"{'label': 'POSITIVE', 'score': 0.8658758401870728}"
i think ronald pooped in my happy meal it smelled like dookie and then the hamburglar stole my shawty wtf,"{'label': 'NEGATIVE', 'score': 0.9938494563102722}"
 A single line continues to form and move while a woman hangs out at the other register . The other register is taking customers orders at a steady pace . There is two lines why do not the other customers see it there is two .,"{'label': 'NEGATIVE', 'score': 0.7107753753662109}"
 A simple request is asking them for too much good coffee and horrible service . A plain iced coffee should not take 20 minutes especially when there are only 2 people ahead of you . Sadly i like mcdonalds coffee way better than star,"{'label': 'NEGATIVE', 'score': 0.9981935620307922}"
 The cashiers as well as the customers make this an unpleasant experience initially i intended on staying here to eat however within 5 minutes of stepping in this mcdonalds i did not wish to stay at this establishment any longer . come here if,"{'label': 'NEGATIVE', 'score': 0.9923107624053955}"
 i am surprised by the amount of negative reviews for this location i actually think that it is conveniently located and is also one of the newer cleaner and more modern mcdonalds in the city . i never wait long on line but it does,"{'label': 'POSITIVE', 'score': 0.9842389822006226}"
omg yelp is really for amateurs and complainerswho in the hell reviews mcdonaldsits mcdonalds they sell burgers and chicken for a dollarthis goes beyond stupidity,"{'label': 'NEGATIVE', 'score': 0.9991374015808105}"
 The location is convenient as it is located right by the train in case you emerge from the space below with cheeseburgers on your mind .,"{'label': 'POSITIVE', 'score': 0.9799739122390747}"
 The latino looking manager hunting people down for chilling or loitering around the tables but for those of us who bought something leave us the fuck alone and chill out .,"{'label': 'NEGATIVE', 'score': 0.9973276853561401}"
 It is one of the worst run mcdonalds i have ever seen no one wants to work between the lackadaisical cashiers to the employees just standing around instead of preparing food and filling drink orders this place is a mess .,"{'label': 'NEGATIVE', 'score': 0.9997984766960144}"
they seem to be pretty quick most of the time but their fries are always overcooked,"{'label': 'NEGATIVE', 'score': 0.9992067217826843}"
 Coffee is one of the things i just can not live without it is also one of those things that mcdonalds does pretty good .,"{'label': 'POSITIVE', 'score': 0.9997972846031189}"
 i do not know why so much hate for a mcdonalds i stopped here for a . mcchicken since i was ridiculously starving it happens to everyone right . Walked in and in awe of how nice this pace was large tv,"{'label': 'POSITIVE', 'score': 0.9917998909950256}"
it takes them 10 minutes to get you fries cause they are too busy doing everything but working and joking with each other this place sucks,"{'label': 'NEGATIVE', 'score': 0.9961974620819092}"
 A homeless man started going off on one of the most hatefueled rants i have ever heard . He was quite eloquent and made references to movies pop culture and some literary classics . The manager forcibly escorted him out against his restraint,"{'label': 'NEGATIVE', 'score': 0.9641284942626953}"
 Service is just ok depends on what time of day and how crowded the place is . Almost impossible to find seating during lunch time though  always packed so better to take your food to go .,"{'label': 'POSITIVE', 'score': 0.9992334842681885}"
this mcdonalds went through a massive renovation and is quite outstanding now i go about twice a week guilty pleasuremaking me according to super size me a heavy user,"{'label': 'POSITIVE', 'score': 0.9979896545410156}"
one of the worse mcdonaldsonly reason i go is cause its a block away from workmajority of the workers have bad attitudes and take their time like they are going for a walk in the park,"{'label': 'NEGATIVE', 'score': 0.9996544122695923}"
 The food is consistent but the service may vary depending on when you go . A strung out cashier during one lunch shift might have been the poor girls first day on the job but she messed up my order .,"{'label': 'NEGATIVE', 'score': 0.9982722997665405}"
 The restaurant recently remodeled the whole restaurant before it was a pretty terrible place but since the remodel it feels cleaner and strangely enough more trendy . Sometimes you get some shady characters there but most of the time it is just a bunch of,"{'label': 'NEGATIVE', 'score': 0.9769819974899292}"
there is really no reason for the employees to be so rude,"{'label': 'NEGATIVE', 'score': 0.9948807954788208}"
swift but not really exciting 57 average seconds to fill an order overfilled my drink sticky all over the place and the pickles on the cheeseburger here were really small,"{'label': 'NEGATIVE', 'score': 0.9990193843841553}"
 i do not know what it is about this particular corner and this particular mcdonalds but both are run amok with seedy characters . i have seen prostitutes in there eating with their pimp across from them by the window is this,"{'label': 'NEGATIVE', 'score': 0.9903878569602966}"
 Sometimes a girl just really wants a mcflurry in the middle of a hot summer dull work day what to do head over to mickeyds of course it was the postlunch lull so no line cool cool got my mcfl,"{'label': 'NEGATIVE', 'score': 0.9991129040718079}"
 i have eaten at nougatine and abc kitchen numerous times but i have to admit that i keep coming back to this fine institution for a great meal that puts jgvs work to shame . The french fries are an example,"{'label': 'POSITIVE', 'score': 0.7777981162071228}"
food is rarely fresh never got good tasting fries in this mcdonalds what i thought i liked was the delivery option this location carries do not be mistaken comes all smushed cold and steamed and late if you have time walk to the 3rd avenue location,"{'label': 'NEGATIVE', 'score': 0.9863191843032837}"
this is the local neighborhood mcdonalds i have dined here twice neither time sober one of those two times i put down 20 chicken mcnuggets eating 20 mcnuggets may sound extremely satisfying but it is a highly overrated experience i will be back most likely not sober,"{'label': 'NEGATIVE', 'score': 0.9928713440895081}"
 i refused to use that bathroom just knowing what i know about mcds and seeing the people there no way . stopped in here so my bf could use the restroom .,"{'label': 'NEGATIVE', 'score': 0.9968540072441101}"
 People working there look so depressed and sleepy or they look angry that life made them work there either way you wait in line for awhile as there are bums in the background asking people for change . i live around the area and when i,"{'label': 'NEGATIVE', 'score': 0.999427855014801}"
 i usually come in to relieve my bladder and oh you have to buy something for that because the bathroom is clearly first class and they use toilet paper made out of gold leaf . There is always the crazies in here where else are they,"{'label': 'NEGATIVE', 'score': 0.9944867491722107}"
 this mcdonalds does not have the best customer service at all not to mention shortage of staff . The person who ordered before me ordered a caramel frappe . The employee did not wash the blender because my smoothie had tasted like caramel,"{'label': 'NEGATIVE', 'score': 0.999718964099884}"
 Every type of person in the neighborhood in the east village eats at this restaurant . No other restaurant accomplishes that now whether all those different people should eat at mcdonalds is another matter .,"{'label': 'NEGATIVE', 'score': 0.9811431169509888}"
 The worst mcdonalds in existence burn the fucker down . The burger tasted like lukewarm butt grease  burnt hair .,"{'label': 'NEGATIVE', 'score': 0.9997788071632385}"
 The only mcdonalds i tend to visit fall under three categories: i am within 12 of a freeway and there are no other options and i am jonesing for hic orange drink the colloquial vivid description of,"{'label': 'NEGATIVE', 'score': 0.545587420463562}"
apparently also doubles as a group home for people with brain injuries can i get a bacon egg and cheese biscuit with a hot steamy side of batshit crazy,"{'label': 'NEGATIVE', 'score': 0.9137594699859619}"
stomach ache to go,"{'label': 'NEGATIVE', 'score': 0.9987566471099854}"
 i tell you i refuse to eat here i will walk the three blocks to the next one i suppose if they actually get your order right that is commendable but everythings awful and cold and sloppily done . The food is all,"{'label': 'NEGATIVE', 'score': 0.999265730381012}"
 i have fond memories of just before closing runs from nearby bars to buy rounds of apple pies . When you show up and order 8 apple pies and nothing else they do need to heat the pies right then so they tend to come out piping,"{'label': 'NEGATIVE', 'score': 0.9839697480201721}"
 i noticed last week that they had opened in the same place where the kfc stood for decades . i ordered a bbq ranch burger and a buffalo ranch mcchicken the order was completed in less than 5 minutes and the service,"{'label': 'NEGATIVE', 'score': 0.9966500401496887}"
i cannot comment on the food because when i went to grab a shamrock shake for a little late night treat they were closed an hour before the posted sign on the door said they were supposed to be closed not impressed,"{'label': 'NEGATIVE', 'score': 0.9992616772651672}"
 The food was hot and the fries were good with just the right amount of salt sprinkled on them . McDonalds of jersey airport thanks for being open 24 hours a day .,"{'label': 'POSITIVE', 'score': 0.9996762275695801}"
 The only reason they have one star is because they are open before everyone else . fries were cold and mushy coke was watered down as it had been prefilled for the rush and the ice was all melted .,"{'label': 'NEGATIVE', 'score': 0.9991126656532288}"
 Loves a good mcdonalds breakfast and you cannot beat the prices i mean come on the deli across the food court tried to sell me a dannon yogurt for 4 wtf at least mickey ds does not rape its,"{'label': 'POSITIVE', 'score': 0.7775461673736572}"
 This has to be worst mcd in the entire system the crew and manager could care less . Food is all precooked sitting on heater so better order something special fries undercooked and diet coke prepoured .,"{'label': 'NEGATIVE', 'score': 0.9996565580368042}"
 Bread was overtoasted to cover up the staleness of the bunit did not the big mac which is supposed to be a relatively tall sandwich was not much taller than a mcdouble from the valuemenu .,"{'label': 'NEGATIVE', 'score': 0.998751163482666}"
 this mcdonalds is sloppy it is fast food but i do not get my food quick every time i walk in i do . The line is a mess and it seems far to long to wait they take your order and move you to,"{'label': 'NEGATIVE', 'score': 0.9993138313293457}"
always lots of neighborhood folks around lots of teenagers busy but standard service nothing stellar looks better kempt than the white castle across the street i definitely would not linger in either for a meal takeout only,"{'label': 'NEGATIVE', 'score': 0.9939637780189514}"
 A female backing up her car in reverse nearly hitting my car nearly hit my car . Her male passenger got out of the car and started making lude gestures and thisrespectful comments about my late mother .,"{'label': 'NEGATIVE', 'score': 0.9814354777336121}"
horrible hamburger  fries here go to another location this place is dirty,"{'label': 'NEGATIVE', 'score': 0.9997276663780212}"
your better off eating in the restaurant as long as you do not see the counter cause just that alone will get you sick the drive thru 9 out of 10 times always forgets something on your order,"{'label': 'NEGATIVE', 'score': 0.9990637898445129}"
 is a review even necessary here who hasnt had mcdonalds when they were a kid . for those who said they havent had mc McDonalds you probably just crawled out of a rock or youre just a super healthy person growing,"{'label': 'NEGATIVE', 'score': 0.9863975644111633}"
 The food is pretty much the same as all others but the place itself is old outdated and dirtier compared to other mcdonalds that i have been to this location . Also still has a play place inside which i think is thisg,"{'label': 'NEGATIVE', 'score': 0.9988058805465698}"
sorry am i bothering you worst customer service i have ever received anywhere this manager should be fired along with everyone working the registers  sorry excise for human beings pathetic seen several health code violations while i was here shall report those pronto gracious,"{'label': 'NEGATIVE', 'score': 0.999680757522583}"
ran in for a quick breakfast ordered the petite pastries and found a red hair stuck on one of my pastries thisgusting beware,"{'label': 'NEGATIVE', 'score': 0.9983034133911133}"
it is pretty bad they have messed my order up twice i have only been there twice granted both were drive thru so maybe i should go in next time i would give it 0 stars if possible but i guess yelp wants us to be nice,"{'label': 'NEGATIVE', 'score': 0.9983198046684265}"
 Kids working drive thru have no idea what they are doing usually wait in the pick up window long enough to drink my entire drink and the food is still not ready they usually forget to add salt to the fries today .,"{'label': 'POSITIVE', 'score': 0.9942195415496826}"
 The restaurant just switched from the breakfast menu to the lunch menu . The food was cold cold and the pickle on the cheeseburger was crisp . The manager snapped her fingers and told us to leave .,"{'label': 'NEGATIVE', 'score': 0.811648428440094}"
place looks like new outside but it is dirty inside long line one person at the register if was another mcdonalds close by i would leave,"{'label': 'NEGATIVE', 'score': 0.9993601441383362}"
forget it about it no hope for these mcdonalds poor management all aroud drive thru is slow even they got two lanes cannot get the orders correctly cannot believe how it can fall so badly so fast,"{'label': 'NEGATIVE', 'score': 0.9995579123497009}"
they have remodeled the place is great service is fine for me everything is new and fresh,"{'label': 'POSITIVE', 'score': 0.9998403787612915}"
 There are some weird sketchy people in there which is kind of a shame because it is actually one of the nicer mcds i have been to you do not go to mcdonalds for customer service though location is great .,"{'label': 'NEGATIVE', 'score': 0.5258513689041138}"
 The location is a hotbed for crime criminal suspects at the doors or waiting by the soda machine . If you go to this place take your gun and baseball bat or whatever you have to protect yourself .,"{'label': 'NEGATIVE', 'score': 0.988625168800354}"
 a filthy hive of hostility it feels like a place where people would go to pay a fine or maybe surrender themselves for a minimum security prison stint or something . The last thing i would ever want to do here is eat something perhaps i should,"{'label': 'NEGATIVE', 'score': 0.9995827078819275}"
 this mcdonalds has pretty poor customer service and no organization they let people cut in line and knowing that they cut in they serve them that is the morning crew . The night crew works slower than slow they have no regard for customers or,"{'label': 'NEGATIVE', 'score': 0.9994819760322571}"
this does not deserve 1 star wow  fire the entire staff including management  and start over so sad,"{'label': 'NEGATIVE', 'score': 0.9990887641906738}"
 10am tuesday 2014 not much crowd kind of very nice and quiet  am loving that the cons no e lectrical outlet for laptop connection no ice machines . 24 hour laundromat next door with hoolligans littering the parking,"{'label': 'NEGATIVE', 'score': 0.9970974922180176}"
yall want 15 an hour but i am waiting 30 minutes for mcnuggets yall got me mcheated,"{'label': 'NEGATIVE', 'score': 0.9955754280090332}"
 Employees are rude and always get your orders wrong and then have an attitude when they have to fix it freshness is an issue . Wait time in the drive thru is not too bad but do not make the mistake of seeing a long drive,"{'label': 'POSITIVE', 'score': 0.949666440486908}"
i cannot believe it a mc donalds without dipper changing station in the restrooms not a happy place for kids  live them at home also no orange juice,"{'label': 'NEGATIVE', 'score': 0.9996387958526611}"
great for breakfast they get you in and out service was fast late night but the manager was a little curt not the friendlies employee,"{'label': 'NEGATIVE', 'score': 0.9881359338760376}"
 The sweet chili chicken premium wrap was pretty good service was ok . I could see the employee in the back as she made the wrap and when she finished the cashier was busy with customers .,"{'label': 'POSITIVE', 'score': 0.9995530247688293}"
this is my local mcdonalds and i love it do not be hatin on ma hood,"{'label': 'POSITIVE', 'score': 0.9767061471939087}"
horrible the restaurant is almost empty so it is not rush hour it is dirty we cannot choose one table they are all dirty staff not welcoming no smile rude and more mc donald is normally for children but who can bring kids in this dirty place awful,"{'label': 'NEGATIVE', 'score': 0.9985172152519226}"
 The addition of a second drivethru lane has created a bigger problem . The one right lane blocks people who have ordered in the left lane from being able to advance and join the main paying lane . The cashier has a hard time,"{'label': 'NEGATIVE', 'score': 0.9994993209838867}"
 i would usually not write a review on a mcdonalds but this one is so bad to give it one star is actually quite generous people who give it two stars are just being too nice . The people that work there try to be,"{'label': 'NEGATIVE', 'score': 0.9399561882019043}"
 i was parking after a day hanging around the city at miamis 115th birthday . The food when served correctly is generic is generic mcdonalds tasted ok . The fries were even warm and not salty they had cherry pie yes but,"{'label': 'POSITIVE', 'score': 0.9884606599807739}"
 em  i drives up to mcd mcd and drive up to make the line . 30 minutes pass between the time we placed our order and the time the machine was not working . We had to adjust our order according to the cash,"{'label': 'NEGATIVE', 'score': 0.9983127117156982}"
 This is the local mcdonalds restaurant in my community i will admit i stop by every so often for their fries which i think are among the best in the world . i tried to use a coupon i received at the american airlines,"{'label': 'POSITIVE', 'score': 0.9953376054763794}"
worst mcdonalds ever if you want to die of old age by waiting for your food then this is the perfect mcdonalds for you,"{'label': 'NEGATIVE', 'score': 0.9961385130882263}"
i have yet to place an order at this mcds that is been served correctly andor with all of the standard ingredients toppings or sides kinda odd,"{'label': 'NEGATIVE', 'score': 0.995216965675354}"
 Service is fast and the people are friendly and the food is prepared right . Dine is open late at night so i can eat inside rather than have to take my food home .,"{'label': 'POSITIVE', 'score': 0.999811589717865}"
poor service the food here is not that good at all the patty in my burger was bland totally lacks flavor somehow the fries were good but a bit soggy,"{'label': 'NEGATIVE', 'score': 0.9997355341911316}"
the food maybe good but the service here really sucks place is not clean and when they do start cleaning it is not thorough even the drivethru is bad at the very least they did not get my order wrong this time,"{'label': 'NEGATIVE', 'score': 0.9977866411209106}"
 Its drivethru should change its name to a drivein since it looks like people go there to put their cars on park and watch a movie . Avoid ordering the fish fillet no matter how strongly you feel towards the song or what,"{'label': 'NEGATIVE', 'score': 0.9976119995117188}"
 i gave this place 2 chances to prove itself the first time i went there the drive through line was so long that i parked and stood on line for 20 minutes to buy a milk shake . The next time the rain was pouring down so,"{'label': 'NEGATIVE', 'score': 0.9905582666397095}"
 The line at the drivethrough is impossible . The line always seems to be at least 10 cars long inside the restaurant . 2 stars for the hot and fresh fries .,"{'label': 'NEGATIVE', 'score': 0.9817734360694885}"
 The drive thru is almost biblical like 10 cars chillinhell no so i park and head inside why o why did i go inside? Seems like there should be security officer in there shady and dirty . i gave it 1star bc you,"{'label': 'NEGATIVE', 'score': 0.9963436722755432}"
 Parking here is horrible if you do park try to back in the drive through is always packed and they never use both outside ordering stations inside is a little better . There are a lot of questionable people especially at nighttime food is ok .,"{'label': 'POSITIVE', 'score': 0.9536110162734985}"
i totally got my fix for fast food at this placeyummy fries big mac chicken nuggets  where can you go wrong,"{'label': 'NEGATIVE', 'score': 0.9740673899650574}"
 i despise this place if it was not for the fact that they are right next door to me quick  cheap i would never come here first of all this place is always packed and dirty none of the employees speak any english we are in,"{'label': 'NEGATIVE', 'score': 0.9994244575500488}"
20 price nuggets order no sweet and sour sauce available  cashier says thiscontinued,"{'label': 'NEGATIVE', 'score': 0.9994634985923767}"
employees do not try and help you out take your order in the most boring way possible then do not even give you the right sauces you ask for,"{'label': 'NEGATIVE', 'score': 0.9996563196182251}"
 this mcdonalds is right next to my parents house so i found myself here twice now and both times i wanted to run out screamingseriously out of the endless fodd options in miami beach . The service was atrocious,"{'label': 'NEGATIVE', 'score': 0.9975461363792419}"
 i do not really eat fast food let alone yelp about it i have not eaten at mcdonalds in years . But visions of chicken mcnuggets and that elusive shamrock shake started dancing in my head and i relented,"{'label': 'POSITIVE', 'score': 0.9037021398544312}"
